dataset,video,frame,score,g_t
CDnet2014,blizzard,4043,0.0,0
CDnet2014,blizzard,4044,0.0,0
CDnet2014,blizzard,4045,0.0,0
CDnet2014,blizzard,4046,0.0,0
CDnet2014,blizzard,4047,0.0,0
CDnet2014,blizzard,4048,0.0,0
CDnet2014,blizzard,4049,0.0,0
CDnet2014,blizzard,4050,0.0,0
CDnet2014,blizzard,4051,0.0,0
CDnet2014,blizzard,4052,0.0,0
CDnet2014,blizzard,4053,0.0,0
CDnet2014,blizzard,4054,0.0,0
CDnet2014,blizzard,4055,0.0,0
CDnet2014,blizzard,4056,0.0,0
CDnet2014,blizzard,4057,0.0,0
CDnet2014,blizzard,4058,0.0,0
CDnet2014,blizzard,4059,0.0,0
CDnet2014,blizzard,4060,0.0,0
CDnet2014,blizzard,4061,0.0,0
CDnet2014,blizzard,4062,0.0,0
CDnet2014,blizzard,4063,0.0,0
CDnet2014,blizzard,4064,0.0,0
CDnet2014,blizzard,4065,0.0,0
CDnet2014,blizzard,4066,0.0,0
CDnet2014,blizzard,4067,0.0,0
CDnet2014,blizzard,4068,0.0,0
CDnet2014,blizzard,4069,0.0,0
CDnet2014,blizzard,4070,0.0,0
CDnet2014,blizzard,4071,0.0,0
CDnet2014,blizzard,4072,0.0,0
CDnet2014,blizzard,4073,0.0,0
CDnet2014,blizzard,4074,0.0,0
CDnet2014,blizzard,4075,0.0,0
CDnet2014,blizzard,4076,0.0,0
CDnet2014,blizzard,4077,0.0,0
CDnet2014,blizzard,4078,0.0,0
CDnet2014,blizzard,4079,0.0,0
CDnet2014,blizzard,4080,0.0,0
CDnet2014,blizzard,4081,0.0,0
CDnet2014,blizzard,4082,0.0,0
CDnet2014,blizzard,4083,0.0,0
CDnet2014,blizzard,4084,0.0,0
CDnet2014,blizzard,4085,0.0,0
CDnet2014,blizzard,4086,0.0,0
CDnet2014,blizzard,4087,0.0,0
CDnet2014,blizzard,4088,0.0,0
CDnet2014,blizzard,4089,0.0,0
CDnet2014,blizzard,4090,0.0,0
CDnet2014,blizzard,4091,0.0,0
CDnet2014,blizzard,4092,0.0,0
CDnet2014,blizzard,4093,0.0,0
CDnet2014,blizzard,4094,0.0,0
CDnet2014,blizzard,4095,0.0,0
CDnet2014,blizzard,4096,0.0,0
CDnet2014,blizzard,4097,0.0,0
CDnet2014,blizzard,4098,0.0,0
CDnet2014,blizzard,4099,0.0,0
CDnet2014,blizzard,4100,0.0,0
CDnet2014,blizzard,4101,0.0,0
CDnet2014,blizzard,4102,0.0,0
CDnet2014,blizzard,4103,0.0,0
CDnet2014,blizzard,4104,0.0,0
CDnet2014,blizzard,4105,0.0,0
CDnet2014,blizzard,4106,0.0,0
CDnet2014,blizzard,4107,0.0,0
CDnet2014,blizzard,4108,0.0,0
CDnet2014,blizzard,4109,0.0,0
CDnet2014,blizzard,4110,0.0,0
CDnet2014,blizzard,4111,0.0,0
CDnet2014,blizzard,4112,0.0,0
CDnet2014,blizzard,4113,0.0,0
CDnet2014,blizzard,4114,0.0,0
CDnet2014,blizzard,4115,0.0,0
CDnet2014,blizzard,4116,0.0,0
CDnet2014,blizzard,4117,0.0,0
CDnet2014,blizzard,4118,0.0,0
CDnet2014,blizzard,4119,0.0,0
CDnet2014,blizzard,4120,0.0,0
CDnet2014,blizzard,4121,0.0,0
CDnet2014,blizzard,4122,0.0,0
CDnet2014,blizzard,4123,0.0,0
CDnet2014,blizzard,4124,0.0,0
CDnet2014,blizzard,4125,0.0,0
CDnet2014,blizzard,4126,0.0,0
CDnet2014,blizzard,4127,0.0,0
CDnet2014,blizzard,4128,0.0,0
CDnet2014,blizzard,4129,0.0,0
CDnet2014,blizzard,4130,0.0,0
CDnet2014,blizzard,4131,0.0,0
CDnet2014,blizzard,4132,0.0,0
CDnet2014,blizzard,4133,0.0,0
CDnet2014,blizzard,4134,0.0,0
CDnet2014,blizzard,4135,0.0,0
CDnet2014,blizzard,4136,0.0,0
CDnet2014,blizzard,4137,0.0,0
CDnet2014,blizzard,4138,0.0,0
CDnet2014,blizzard,4139,0.0,0
CDnet2014,blizzard,4140,0.0,0
CDnet2014,blizzard,4141,0.0,0
CDnet2014,blizzard,4142,0.0,0
CDnet2014,blizzard,4143,0.0,0
CDnet2014,blizzard,4144,0.0,0
CDnet2014,blizzard,4145,0.0,0
CDnet2014,blizzard,4146,0.0,0
CDnet2014,blizzard,4147,0.0,0
CDnet2014,blizzard,4148,0.0,0
CDnet2014,blizzard,4149,0.0,0
CDnet2014,blizzard,4150,0.0,0
CDnet2014,blizzard,4151,0.0,0
CDnet2014,blizzard,4152,0.0,0
CDnet2014,blizzard,4153,0.0,0
CDnet2014,blizzard,4154,0.0,0
CDnet2014,blizzard,4155,0.0,0
CDnet2014,blizzard,4156,0.0,0
CDnet2014,blizzard,4157,0.0,0
CDnet2014,blizzard,4158,0.0,0
CDnet2014,blizzard,4159,0.0,0
CDnet2014,blizzard,4160,0.0,0
CDnet2014,blizzard,4161,0.0,0
CDnet2014,blizzard,4162,0.0,0
CDnet2014,blizzard,4163,0.0,0
CDnet2014,blizzard,4164,0.0,0
CDnet2014,blizzard,4165,0.0,0
CDnet2014,blizzard,4166,0.0,0
CDnet2014,blizzard,4167,0.0,0
CDnet2014,blizzard,4168,0.0,0
CDnet2014,blizzard,4169,0.0,0
CDnet2014,blizzard,4170,0.0,0
CDnet2014,blizzard,4171,0.0,0
CDnet2014,blizzard,4172,0.0,0
CDnet2014,blizzard,4173,0.0,0
CDnet2014,blizzard,4174,0.0,0
CDnet2014,blizzard,4175,0.0,0
CDnet2014,blizzard,4176,0.0,0
CDnet2014,blizzard,4177,0.0,0
CDnet2014,blizzard,4178,0.0,0
CDnet2014,blizzard,4179,0.0,0
CDnet2014,blizzard,4180,0.0,0
CDnet2014,blizzard,4181,0.0,0
CDnet2014,blizzard,4182,0.0,0
CDnet2014,blizzard,4183,0.0,0
CDnet2014,blizzard,4184,0.0,0
CDnet2014,blizzard,4185,0.0,0
CDnet2014,blizzard,4186,0.0,0
CDnet2014,blizzard,4187,0.0,0
CDnet2014,blizzard,4188,0.0,0
CDnet2014,blizzard,4189,0.0,0
CDnet2014,blizzard,4190,0.0,0
CDnet2014,blizzard,4191,0.0,0
CDnet2014,blizzard,4192,0.0,0
CDnet2014,blizzard,4193,0.0,0
CDnet2014,blizzard,4194,0.0,0
CDnet2014,blizzard,4195,0.0,0
CDnet2014,blizzard,4196,0.0,0
CDnet2014,blizzard,4197,0.0,0
CDnet2014,blizzard,4198,0.0,0
CDnet2014,blizzard,4199,0.0,0
CDnet2014,blizzard,4200,0.0,0
CDnet2014,blizzard,4201,0.0,0
CDnet2014,blizzard,4202,0.0,0
CDnet2014,blizzard,4203,0.0,0
CDnet2014,blizzard,4204,0.0,0
CDnet2014,blizzard,4205,0.0,0
CDnet2014,blizzard,4206,0.0,0
CDnet2014,blizzard,4207,0.0,0
CDnet2014,blizzard,4208,0.0,0
CDnet2014,blizzard,4209,0.0,0
CDnet2014,blizzard,4210,0.007924884,0
CDnet2014,blizzard,4211,0.0,0
CDnet2014,blizzard,4212,0.0,0
CDnet2014,blizzard,4213,0.0,0
CDnet2014,blizzard,4214,0.0,0
CDnet2014,blizzard,4215,0.0,0
CDnet2014,blizzard,4216,0.0,0
CDnet2014,blizzard,4217,0.007778509,0
CDnet2014,blizzard,4218,0.0,0
CDnet2014,blizzard,4219,0.0,0
CDnet2014,blizzard,4220,0.0,0
CDnet2014,blizzard,4221,0.0,0
CDnet2014,blizzard,4222,0.0,0
CDnet2014,blizzard,4223,0.0,0
CDnet2014,blizzard,4224,0.0,0
CDnet2014,blizzard,4225,0.0,0
CDnet2014,blizzard,4226,0.0,0
CDnet2014,blizzard,4227,0.0,0
CDnet2014,blizzard,4228,0.0,0
CDnet2014,blizzard,4229,0.0,0
CDnet2014,blizzard,4230,0.0,0
CDnet2014,blizzard,4231,0.0,0
CDnet2014,blizzard,4232,0.0,0
CDnet2014,blizzard,4233,0.0,0
CDnet2014,blizzard,4234,0.0,0
CDnet2014,blizzard,4235,0.0,0
CDnet2014,blizzard,4236,0.0,0
CDnet2014,blizzard,4237,0.0,0
CDnet2014,blizzard,4238,0.0,0
CDnet2014,blizzard,4239,0.0,0
CDnet2014,blizzard,4240,0.0,0
CDnet2014,blizzard,4241,0.0,0
CDnet2014,blizzard,4242,0.0,0
CDnet2014,blizzard,4243,0.0,0
CDnet2014,blizzard,4244,0.0,0
CDnet2014,blizzard,4245,0.0,0
CDnet2014,blizzard,4246,0.0,0
CDnet2014,blizzard,4247,0.0,0
CDnet2014,blizzard,4248,0.0,0
CDnet2014,blizzard,4249,0.0,0
CDnet2014,blizzard,4250,0.0,0
CDnet2014,blizzard,4251,0.0,0
CDnet2014,blizzard,4252,0.0,0
CDnet2014,blizzard,4253,0.0,0
CDnet2014,blizzard,4254,0.0,0
CDnet2014,blizzard,4255,0.0,0
CDnet2014,blizzard,4256,0.0,0
CDnet2014,blizzard,4257,0.0,0
CDnet2014,blizzard,4258,0.0,0
CDnet2014,blizzard,4259,0.0,0
CDnet2014,blizzard,4260,0.0,0
CDnet2014,blizzard,4261,0.0,0
CDnet2014,blizzard,4262,0.0,0
CDnet2014,blizzard,4263,0.0,0
CDnet2014,blizzard,4264,0.0,0
CDnet2014,blizzard,4265,0.0,0
CDnet2014,blizzard,4266,0.0,0
CDnet2014,blizzard,4267,0.00796876,0
CDnet2014,blizzard,4268,0.3132871,0
CDnet2014,blizzard,4269,0.52580976,0
CDnet2014,blizzard,4270,0.566675,0
CDnet2014,blizzard,4271,0.56152946,1
CDnet2014,blizzard,4272,0.7578742,0
CDnet2014,blizzard,4273,0.75483996,1
CDnet2014,blizzard,4274,0.7527666,1
CDnet2014,blizzard,4275,0.75171405,1
CDnet2014,blizzard,4276,0.75112563,1
CDnet2014,blizzard,4277,0.751493,1
CDnet2014,blizzard,4278,0.75200915,1
CDnet2014,blizzard,4279,0.75234586,1
CDnet2014,blizzard,4280,0.77767783,1
CDnet2014,blizzard,4281,0.7537104,1
CDnet2014,blizzard,4282,0.7544063,1
CDnet2014,blizzard,4283,0.75489134,1
CDnet2014,blizzard,4284,0.7555966,1
CDnet2014,blizzard,4285,0.7562843,1
CDnet2014,blizzard,4286,0.75687826,1
CDnet2014,blizzard,4287,0.7573218,1
CDnet2014,blizzard,4288,0.7580776,1
CDnet2014,blizzard,4289,0.7584952,1
CDnet2014,blizzard,4290,0.7590401,0
CDnet2014,blizzard,4291,0.75987744,1
CDnet2014,blizzard,4292,0.76045734,1
CDnet2014,blizzard,4293,0.76135314,1
CDnet2014,blizzard,4294,0.76176757,1
CDnet2014,blizzard,4295,0.76226175,1
CDnet2014,blizzard,4296,0.7626893,1
CDnet2014,blizzard,4297,0.763553,1
CDnet2014,blizzard,4298,0.76362073,1
CDnet2014,blizzard,4299,0.7640651,1
CDnet2014,blizzard,4300,0.7646053,1
CDnet2014,blizzard,4301,0.764956,1
CDnet2014,blizzard,4302,0.7648199,1
CDnet2014,blizzard,4303,0.7660308,1
CDnet2014,blizzard,4304,0.7659853,1
CDnet2014,blizzard,4305,0.7668454,1
CDnet2014,blizzard,4306,0.76725036,1
CDnet2014,blizzard,4307,0.76715064,1
CDnet2014,blizzard,4308,0.76761425,1
CDnet2014,blizzard,4309,0.7679654,1
CDnet2014,blizzard,4310,0.7682989,1
CDnet2014,blizzard,4311,0.76889956,1
CDnet2014,blizzard,4312,0.7694941,1
CDnet2014,blizzard,4313,0.76892793,1
CDnet2014,blizzard,4314,0.7633401,1
CDnet2014,blizzard,4315,0.78558975,1
CDnet2014,blizzard,4316,0.75567704,1
CDnet2014,blizzard,4317,0.7449023,1
CDnet2014,blizzard,4318,0.748641,1
CDnet2014,blizzard,4319,0.73866594,1
CDnet2014,blizzard,4320,0.7452366,1
CDnet2014,blizzard,4321,0.7434228,1
CDnet2014,blizzard,4322,0.7353058,1
CDnet2014,blizzard,4323,0.71931106,1
CDnet2014,blizzard,4324,0.70582044,1
CDnet2014,blizzard,4325,0.69337,0
CDnet2014,blizzard,4326,0.7148052,0
CDnet2014,blizzard,4327,0.6720695,0
CDnet2014,blizzard,4328,0.6505791,1
CDnet2014,blizzard,4329,0.7279991,0
CDnet2014,blizzard,4330,0.67779416,1
CDnet2014,blizzard,4331,0.49009612,0
CDnet2014,blizzard,4332,0.40567702,0
CDnet2014,blizzard,4333,0.28683645,0
CDnet2014,blizzard,4334,0.32057583,0
CDnet2014,blizzard,4335,0.22246289,0
CDnet2014,blizzard,4336,0.19973285,0
CDnet2014,blizzard,4337,0.19996268,0
CDnet2014,blizzard,4338,0.2122311,0
CDnet2014,blizzard,4339,0.19995412,0
CDnet2014,blizzard,4340,0.20786051,0
CDnet2014,blizzard,4341,0.19982645,0
CDnet2014,blizzard,4342,0.19987811,0
CDnet2014,blizzard,4343,0.19977272,0
CDnet2014,blizzard,4344,0.19981231,0
CDnet2014,blizzard,4345,0.2582706,0
CDnet2014,blizzard,4346,0.22584829,0
CDnet2014,blizzard,4347,0.19993447,0
CDnet2014,blizzard,4348,0.1999375,0
CDnet2014,blizzard,4349,0.19999309,0
CDnet2014,blizzard,4350,0.19993302,0
CDnet2014,blizzard,4351,0.24532087,0
CDnet2014,blizzard,4352,0.26631027,0
CDnet2014,blizzard,4353,0.2307591,0
CDnet2014,blizzard,4354,0.19997464,0
CDnet2014,blizzard,4355,0.19999552,0
CDnet2014,blizzard,4356,0.1999698,0
CDnet2014,blizzard,4357,0.38676903,0
CDnet2014,blizzard,4358,0.19987929,0
CDnet2014,blizzard,4359,0.19994864,0
CDnet2014,blizzard,4360,0.19994317,0
CDnet2014,blizzard,4361,0.0,0
CDnet2014,blizzard,4362,0.0,0
CDnet2014,blizzard,4363,0.0,0
CDnet2014,blizzard,4364,0.0,0
CDnet2014,blizzard,4365,0.0,0
CDnet2014,blizzard,4366,0.0,0
CDnet2014,blizzard,4367,0.0,0
CDnet2014,blizzard,4368,0.0,0
CDnet2014,blizzard,4369,0.0,0
CDnet2014,blizzard,4370,0.0,0
CDnet2014,blizzard,4371,0.0,0
CDnet2014,blizzard,4372,0.0,0
CDnet2014,blizzard,4373,0.0,0
CDnet2014,blizzard,4374,0.0,0
CDnet2014,blizzard,4375,0.0,0
CDnet2014,blizzard,4376,0.0,0
CDnet2014,blizzard,4377,0.0,0
CDnet2014,blizzard,4378,0.0,0
CDnet2014,blizzard,4379,0.0,0
CDnet2014,blizzard,4380,0.0,0
CDnet2014,blizzard,4381,0.0,0
CDnet2014,blizzard,4382,0.0,0
CDnet2014,blizzard,4383,0.0,0
CDnet2014,blizzard,4384,0.0,0
CDnet2014,blizzard,4385,0.0,0
CDnet2014,blizzard,4386,0.0,0
CDnet2014,blizzard,4387,0.0,0
CDnet2014,blizzard,4388,0.0,0
CDnet2014,blizzard,4389,0.0,0
CDnet2014,blizzard,4390,0.0,0
CDnet2014,blizzard,4391,0.0,0
CDnet2014,blizzard,4392,0.0,0
CDnet2014,blizzard,4393,0.0,0
CDnet2014,blizzard,4394,0.040421017,0
CDnet2014,blizzard,4395,0.0,0
CDnet2014,blizzard,4396,0.0,0
CDnet2014,blizzard,4397,0.008047325,0
CDnet2014,blizzard,4398,0.0,0
CDnet2014,blizzard,4399,0.0,0
CDnet2014,blizzard,4400,0.0,0
CDnet2014,blizzard,4401,0.0,0
CDnet2014,blizzard,4402,0.0,0
CDnet2014,blizzard,4403,0.0,0
CDnet2014,blizzard,4404,0.0,0
CDnet2014,blizzard,4405,0.0,0
CDnet2014,blizzard,4406,0.0,0
CDnet2014,blizzard,4407,0.0,0
CDnet2014,blizzard,4408,0.0,0
CDnet2014,blizzard,4409,0.0,0
CDnet2014,blizzard,4410,0.0,0
CDnet2014,blizzard,4411,0.0,0
CDnet2014,blizzard,4412,0.11168228,0
CDnet2014,blizzard,4413,0.13914269,0
CDnet2014,blizzard,4414,0.0,0
CDnet2014,blizzard,4415,0.0,0
CDnet2014,blizzard,4416,0.0,0
CDnet2014,blizzard,4417,0.0,0
CDnet2014,blizzard,4418,0.0,0
CDnet2014,blizzard,4419,0.0,0
CDnet2014,blizzard,4420,0.0,0
CDnet2014,blizzard,4421,0.0,0
CDnet2014,blizzard,4422,0.0,0
CDnet2014,blizzard,4423,0.0,0
CDnet2014,blizzard,4424,0.0,0
CDnet2014,blizzard,4425,0.008054753,0
CDnet2014,blizzard,4426,0.0,0
CDnet2014,blizzard,4427,0.012680347,0
CDnet2014,blizzard,4428,0.007884473,0
CDnet2014,blizzard,4429,0.0,0
CDnet2014,blizzard,4430,0.0,0
CDnet2014,blizzard,4431,0.0,0
CDnet2014,blizzard,4432,0.0,0
CDnet2014,blizzard,4433,0.0,0
CDnet2014,blizzard,4434,0.0,0
CDnet2014,blizzard,4435,0.0,0
CDnet2014,blizzard,4436,0.0,0
CDnet2014,blizzard,4437,0.0,0
CDnet2014,blizzard,4438,0.0,0
CDnet2014,blizzard,4439,0.0,0
CDnet2014,blizzard,4440,0.007988374,0
CDnet2014,blizzard,4441,0.0,0
CDnet2014,blizzard,4442,0.0,0
CDnet2014,blizzard,4443,0.0,0
CDnet2014,blizzard,4444,0.017717473,0
CDnet2014,blizzard,4445,0.0,0
CDnet2014,blizzard,4446,0.008066773,0
CDnet2014,blizzard,4447,0.0,0
CDnet2014,blizzard,4448,0.0,0
CDnet2014,blizzard,4449,0.0,0
CDnet2014,blizzard,4450,0.0,0
CDnet2014,blizzard,4451,0.008059511,0
CDnet2014,blizzard,4452,0.0,0
CDnet2014,blizzard,4453,0.0,0
CDnet2014,blizzard,4454,0.0,0
CDnet2014,blizzard,4455,0.0,0
CDnet2014,blizzard,4456,0.0,0
CDnet2014,blizzard,4457,0.0,0
CDnet2014,blizzard,4458,0.0,0
CDnet2014,blizzard,4459,0.0,0
CDnet2014,blizzard,4460,0.0,0
CDnet2014,blizzard,4461,0.0,0
CDnet2014,blizzard,4462,0.0,0
CDnet2014,blizzard,4463,0.0,0
CDnet2014,blizzard,4464,0.008051424,0
CDnet2014,blizzard,4465,0.016188648,0
CDnet2014,blizzard,4466,0.0,0
CDnet2014,blizzard,4467,0.0,0
CDnet2014,blizzard,4468,0.0,0
CDnet2014,blizzard,4469,0.0,0
CDnet2014,blizzard,4470,0.0,0
CDnet2014,blizzard,4471,0.00784354,0
CDnet2014,blizzard,4472,0.0,0
CDnet2014,blizzard,4473,0.0,0
CDnet2014,blizzard,4474,0.00807068,0
CDnet2014,blizzard,4475,0.0,0
CDnet2014,blizzard,4476,0.0,0
CDnet2014,blizzard,4477,0.0,0
CDnet2014,blizzard,4478,0.0,0
CDnet2014,blizzard,4479,0.0,0
CDnet2014,blizzard,4480,0.0,0
CDnet2014,blizzard,4481,0.0,0
CDnet2014,blizzard,4482,0.0,0
CDnet2014,blizzard,4483,0.0,0
CDnet2014,blizzard,4484,0.0,0
CDnet2014,blizzard,4485,0.012879758,0
CDnet2014,blizzard,4486,0.0,0
CDnet2014,blizzard,4487,0.0,0
CDnet2014,blizzard,4488,0.0,0
CDnet2014,blizzard,4489,0.0,0
CDnet2014,blizzard,4490,0.0,0
CDnet2014,blizzard,4491,0.032371517,0
CDnet2014,blizzard,4492,0.0,0
CDnet2014,blizzard,4493,0.0,0
CDnet2014,blizzard,4494,0.0,0
CDnet2014,blizzard,4495,0.0,0
CDnet2014,blizzard,4496,0.0,0
CDnet2014,blizzard,4497,0.0,0
CDnet2014,blizzard,4498,0.0,0
CDnet2014,blizzard,4499,0.0,0
CDnet2014,blizzard,4500,0.0,0
CDnet2014,blizzard,4501,0.0,0
CDnet2014,blizzard,4502,0.0,0
CDnet2014,blizzard,4503,0.0,0
CDnet2014,blizzard,4504,0.0,0
CDnet2014,blizzard,4505,0.0,0
CDnet2014,blizzard,4506,0.0,0
CDnet2014,blizzard,4507,0.0,0
CDnet2014,blizzard,4508,0.0,0
CDnet2014,blizzard,4509,0.0,0
CDnet2014,blizzard,4510,0.0,0
CDnet2014,blizzard,4511,0.0,0
CDnet2014,blizzard,4512,0.0,0
CDnet2014,blizzard,4513,0.0,0
CDnet2014,blizzard,4514,0.0,0
CDnet2014,blizzard,4515,0.0,0
CDnet2014,blizzard,4516,0.0,0
CDnet2014,blizzard,4517,0.0,0
CDnet2014,blizzard,4518,0.0,0
CDnet2014,blizzard,4519,0.0,0
CDnet2014,blizzard,4520,0.0,0
CDnet2014,blizzard,4521,0.0,0
CDnet2014,blizzard,4522,0.0,0
CDnet2014,blizzard,4523,0.0,0
CDnet2014,blizzard,4524,0.0,0
CDnet2014,blizzard,4525,0.0,0
CDnet2014,blizzard,4526,0.0,0
CDnet2014,blizzard,4527,0.0,0
CDnet2014,blizzard,4528,0.0,0
CDnet2014,blizzard,4529,0.0,0
CDnet2014,blizzard,4530,0.0,0
CDnet2014,blizzard,4531,0.0,0
CDnet2014,blizzard,4532,0.0,0
CDnet2014,blizzard,4533,0.0,0
CDnet2014,blizzard,4534,0.0,0
CDnet2014,blizzard,4535,0.07121375,0
CDnet2014,blizzard,4536,0.0,0
CDnet2014,blizzard,4537,0.0,0
CDnet2014,blizzard,4538,0.0,0
CDnet2014,blizzard,4539,0.0,0
CDnet2014,blizzard,4540,0.0,0
CDnet2014,blizzard,4541,0.0,0
CDnet2014,blizzard,4542,0.0,0
CDnet2014,blizzard,4543,0.0,0
CDnet2014,blizzard,4544,0.0,0
CDnet2014,blizzard,4545,0.0,0
CDnet2014,blizzard,4546,0.0,0
CDnet2014,blizzard,4547,0.0,0
CDnet2014,blizzard,4548,0.0,0
CDnet2014,blizzard,4549,0.0,0
CDnet2014,blizzard,4550,0.0,0
CDnet2014,blizzard,4551,0.0,0
CDnet2014,blizzard,4552,0.0,0
CDnet2014,blizzard,4553,0.0,0
CDnet2014,blizzard,4554,0.0,0
CDnet2014,blizzard,4555,0.0,0
CDnet2014,blizzard,4556,0.0,0
CDnet2014,blizzard,4557,0.007985127,0
CDnet2014,blizzard,4558,0.0,0
CDnet2014,blizzard,4559,0.0,0
CDnet2014,blizzard,4560,0.008049718,0
CDnet2014,blizzard,4561,0.05819898,0
CDnet2014,blizzard,4562,0.0,0
CDnet2014,blizzard,4563,0.0,0
CDnet2014,blizzard,4564,0.0,0
CDnet2014,blizzard,4565,0.012876348,0
CDnet2014,blizzard,4566,0.0,0
CDnet2014,blizzard,4567,0.0,0
CDnet2014,blizzard,4568,0.0,0
CDnet2014,blizzard,4569,0.0,0
CDnet2014,blizzard,4570,0.0,0
CDnet2014,blizzard,4571,0.0,0
CDnet2014,blizzard,4572,0.0080280965,0
CDnet2014,blizzard,4573,0.016125433,0
CDnet2014,blizzard,4574,0.0,0
CDnet2014,blizzard,4575,0.04927779,0
CDnet2014,blizzard,4576,0.38193727,0
CDnet2014,blizzard,4577,0.5322268,0
CDnet2014,blizzard,4578,0.5655661,0
CDnet2014,blizzard,4579,0.56085974,1
CDnet2014,blizzard,4580,0.7568859,1
CDnet2014,blizzard,4581,0.7538088,0
CDnet2014,blizzard,4582,0.75145406,1
CDnet2014,blizzard,4583,0.7493696,1
CDnet2014,blizzard,4584,0.7496908,1
CDnet2014,blizzard,4585,0.749972,1
CDnet2014,blizzard,4586,0.7498842,1
CDnet2014,blizzard,4587,0.7497907,1
CDnet2014,blizzard,4588,0.7497428,1
CDnet2014,blizzard,4589,0.74975115,1
CDnet2014,blizzard,4590,0.7498109,1
CDnet2014,blizzard,4591,0.7757324,1
CDnet2014,blizzard,4592,0.75014484,1
CDnet2014,blizzard,4593,0.75083417,1
CDnet2014,blizzard,4594,0.75105023,1
CDnet2014,blizzard,4595,0.7501863,1
CDnet2014,blizzard,4596,0.75248617,1
CDnet2014,blizzard,4597,0.75368553,1
CDnet2014,blizzard,4598,0.7539436,1
CDnet2014,blizzard,4599,0.754904,1
CDnet2014,blizzard,4600,0.75601804,1
CDnet2014,blizzard,4601,0.75637734,1
CDnet2014,blizzard,4602,0.75683236,1
CDnet2014,blizzard,4603,0.7570665,1
CDnet2014,blizzard,4604,0.7577232,1
CDnet2014,blizzard,4605,0.75836724,1
CDnet2014,blizzard,4606,0.75822383,1
CDnet2014,blizzard,4607,0.75876427,1
CDnet2014,blizzard,4608,0.7592604,1
CDnet2014,blizzard,4609,0.7594814,1
CDnet2014,blizzard,4610,0.76011884,1
CDnet2014,blizzard,4611,0.76078343,1
CDnet2014,blizzard,4612,0.7613805,1
CDnet2014,blizzard,4613,0.7614014,1
CDnet2014,blizzard,4614,0.7616786,1
CDnet2014,blizzard,4615,0.7622421,1
CDnet2014,blizzard,4616,0.7618026,1
CDnet2014,blizzard,4617,0.7627956,1
CDnet2014,blizzard,4618,0.76310724,1
CDnet2014,blizzard,4619,0.763511,1
CDnet2014,blizzard,4620,0.763451,1
CDnet2014,blizzard,4621,0.76420116,1
CDnet2014,blizzard,4622,0.76435196,1
CDnet2014,blizzard,4623,0.76472545,1
CDnet2014,blizzard,4624,0.7651497,1
CDnet2014,blizzard,4625,0.76530176,1
CDnet2014,blizzard,4626,0.7657664,1
CDnet2014,blizzard,4627,0.7658294,1
CDnet2014,blizzard,4628,0.7664418,1
CDnet2014,blizzard,4629,0.76683396,1
CDnet2014,blizzard,4630,0.76676846,1
CDnet2014,blizzard,4631,0.76731217,1
CDnet2014,blizzard,4632,0.76761943,1
CDnet2014,blizzard,4633,0.76826596,1
CDnet2014,blizzard,4634,0.76769155,1
CDnet2014,blizzard,4635,0.76799375,1
CDnet2014,blizzard,4636,0.7678572,1
CDnet2014,blizzard,4637,0.7688749,1
CDnet2014,blizzard,4638,0.767524,1
CDnet2014,blizzard,4639,0.76946527,1
CDnet2014,blizzard,4640,0.7695492,1
CDnet2014,blizzard,4641,0.7599708,1
CDnet2014,blizzard,4642,0.7487724,1
CDnet2014,blizzard,4643,0.733613,1
CDnet2014,blizzard,4644,0.72134644,1
CDnet2014,blizzard,4645,0.7066086,1
CDnet2014,blizzard,4646,0.6949124,1
CDnet2014,blizzard,4647,0.6815249,1
CDnet2014,blizzard,4648,0.67214245,1
CDnet2014,blizzard,4649,0.66031736,1
CDnet2014,blizzard,4650,0.59448445,1
CDnet2014,blizzard,4651,0.515947,1
CDnet2014,blizzard,4652,0.44259006,0
CDnet2014,blizzard,4653,0.3807509,0
CDnet2014,blizzard,4654,0.3152106,0
CDnet2014,blizzard,4655,0.25351754,0
CDnet2014,blizzard,4656,0.25000957,0
CDnet2014,blizzard,4657,0.19990686,0
CDnet2014,blizzard,4658,0.19989522,0
CDnet2014,blizzard,4659,0.19975795,0
CDnet2014,blizzard,4660,0.19995631,0
CDnet2014,blizzard,4661,0.19932595,0
CDnet2014,blizzard,4662,0.19998379,0
CDnet2014,blizzard,4663,0.19992168,0
CDnet2014,blizzard,4664,0.1999433,0
CDnet2014,blizzard,4665,0.1999,0
CDnet2014,blizzard,4666,0.1999658,0
CDnet2014,blizzard,4667,0.19997114,0
CDnet2014,blizzard,4668,0.1998256,0
CDnet2014,blizzard,4669,0.19994864,0
CDnet2014,blizzard,4670,0.19995175,0
CDnet2014,blizzard,4671,0.19994289,0
CDnet2014,blizzard,4672,0.19997849,0
CDnet2014,blizzard,4673,0.19992727,0
CDnet2014,blizzard,4674,0.1998652,0
CDnet2014,blizzard,4675,0.19979833,0
CDnet2014,blizzard,4676,0.19946855,0
CDnet2014,blizzard,4677,0.19990088,0
CDnet2014,blizzard,4678,0.19985028,0
CDnet2014,blizzard,4679,0.19995761,0
CDnet2014,blizzard,4680,0.19983456,0
CDnet2014,blizzard,4681,0.19967243,0
CDnet2014,blizzard,4682,0.0,0
CDnet2014,blizzard,4683,0.0,0
CDnet2014,blizzard,4684,0.0,0
CDnet2014,blizzard,4685,0.0,0
CDnet2014,blizzard,4686,0.0,0
