dataset,video,event_id,onset,duration
CDnet2014,bridgeEntry,118,2128,1
CDnet2014,bridgeEntry,119,2132,1
CDnet2014,bridgeEntry,120,2134,1
CDnet2014,bridgeEntry,121,2136,7
CDnet2014,bridgeEntry,122,2144,2
CDnet2014,bridgeEntry,123,2149,13
CDnet2014,bridgeEntry,124,2170,1
CDnet2014,bridgeEntry,125,2174,1
CDnet2014,bridgeEntry,126,2180,23
CDnet2014,bridgeEntry,127,2206,1
CDnet2014,bridgeEntry,128,2208,2
CDnet2014,bridgeEntry,129,2211,4
CDnet2014,bridgeEntry,130,2222,1
CDnet2014,bridgeEntry,131,2229,1
CDnet2014,bridgeEntry,132,2236,1
CDnet2014,bridgeEntry,133,2248,1
CDnet2014,bridgeEntry,134,2250,3
CDnet2014,bridgeEntry,135,2265,13
CDnet2014,bridgeEntry,136,2281,3
CDnet2014,bridgeEntry,137,2285,2
CDnet2014,bridgeEntry,138,2291,4
CDnet2014,bridgeEntry,139,2299,1
CDnet2014,bridgeEntry,140,2305,6
CDnet2014,bridgeEntry,141,2312,2
CDnet2014,bridgeEntry,142,2315,7
CDnet2014,bridgeEntry,143,2323,4
CDnet2014,bridgeEntry,144,2328,2
CDnet2014,bridgeEntry,145,2331,1
CDnet2014,bridgeEntry,146,2334,1
CDnet2014,bridgeEntry,147,2340,1
CDnet2014,bridgeEntry,148,2342,1
CDnet2014,bridgeEntry,149,2350,4
CDnet2014,bridgeEntry,150,2365,1
CDnet2014,bridgeEntry,151,2367,1
CDnet2014,bridgeEntry,152,2369,2
CDnet2014,bridgeEntry,153,2372,1
CDnet2014,bridgeEntry,154,2385,1
CDnet2014,bridgeEntry,155,2391,1
CDnet2014,bridgeEntry,156,2396,1
CDnet2014,bridgeEntry,157,2455,1
CDnet2014,bridgeEntry,158,2458,1
CDnet2014,bridgeEntry,159,2461,1
CDnet2014,bridgeEntry,160,2463,1
CDnet2014,bridgeEntry,161,2471,1
CDnet2014,bridgeEntry,162,2475,1
CDnet2014,bridgeEntry,163,2479,1
CDnet2014,bridgeEntry,164,2486,2
CDnet2014,bridgeEntry,165,2489,1
CDnet2014,bridgeEntry,166,2494,1
CDnet2014,bridgeEntry,167,2499,1
CDnet2014,bungalows,0,300,1400
CDnet2014,busStation,0,300,840
CDnet2014,busStation,1,1152,2
CDnet2014,busyBoulvard,0,730,1
CDnet2014,busyBoulvard,1,734,2
CDnet2014,busyBoulvard,2,738,1
CDnet2014,busyBoulvard,3,741,2
CDnet2014,busyBoulvard,4,746,1
CDnet2014,busyBoulvard,5,750,3
CDnet2014,busyBoulvard,6,754,2
CDnet2014,busyBoulvard,7,762,2
CDnet2014,busyBoulvard,8,766,1
CDnet2014,busyBoulvard,9,768,1
CDnet2014,busyBoulvard,10,773,1
CDnet2014,busyBoulvard,11,789,1
CDnet2014,busyBoulvard,12,791,1
CDnet2014,busyBoulvard,13,794,1
CDnet2014,busyBoulvard,14,797,5
CDnet2014,busyBoulvard,15,807,1
CDnet2014,busyBoulvard,16,810,1
CDnet2014,busyBoulvard,17,817,1
CDnet2014,busyBoulvard,18,824,1
CDnet2014,busyBoulvard,19,829,1
CDnet2014,busyBoulvard,20,837,1
CDnet2014,busyBoulvard,21,843,2
CDnet2014,busyBoulvard,22,846,1
CDnet2014,busyBoulvard,23,850,1
CDnet2014,busyBoulvard,24,852,2
CDnet2014,busyBoulvard,25,856,1
CDnet2014,busyBoulvard,26,866,1
CDnet2014,busyBoulvard,27,871,1
CDnet2014,busyBoulvard,28,875,3
CDnet2014,busyBoulvard,29,879,2
CDnet2014,busyBoulvard,30,890,1
CDnet2014,busyBoulvard,31,894,2
CDnet2014,busyBoulvard,32,897,2
CDnet2014,busyBoulvard,33,900,3
CDnet2014,busyBoulvard,34,906,1
CDnet2014,busyBoulvard,35,908,1
CDnet2014,busyBoulvard,36,916,1
CDnet2014,busyBoulvard,37,919,1
CDnet2014,busyBoulvard,38,921,1
CDnet2014,busyBoulvard,39,926,1
CDnet2014,busyBoulvard,40,928,1
CDnet2014,busyBoulvard,41,932,2
CDnet2014,busyBoulvard,42,940,1
CDnet2014,busyBoulvard,43,942,6
CDnet2014,busyBoulvard,44,952,1
CDnet2014,busyBoulvard,45,955,2
CDnet2014,busyBoulvard,46,959,1
CDnet2014,busyBoulvard,47,961,3
CDnet2014,busyBoulvard,48,965,4
CDnet2014,busyBoulvard,49,971,1
CDnet2014,busyBoulvard,50,974,1
CDnet2014,busyBoulvard,51,976,2
CDnet2014,busyBoulvard,52,989,1
CDnet2014,busyBoulvard,53,996,2
CDnet2014,busyBoulvard,54,1008,1
CDnet2014,busyBoulvard,55,1011,2
CDnet2014,busyBoulvard,56,1016,5
CDnet2014,busyBoulvard,57,1022,2
CDnet2014,busyBoulvard,58,1025,21
CDnet2014,busyBoulvard,59,1049,1
CDnet2014,busyBoulvard,60,1052,2
CDnet2014,busyBoulvard,61,1056,1
CDnet2014,busyBoulvard,62,1058,1
CDnet2014,busyBoulvard,63,1062,1
CDnet2014,busyBoulvard,64,1064,2
CDnet2014,busyBoulvard,65,1067,4
CDnet2014,busyBoulvard,66,1078,17
CDnet2014,busyBoulvard,67,1096,5
CDnet2014,busyBoulvard,68,1103,1
CDnet2014,busyBoulvard,69,1105,3
CDnet2014,busyBoulvard,70,1110,3
CDnet2014,busyBoulvard,71,1114,2
CDnet2014,busyBoulvard,72,1117,2
CDnet2014,busyBoulvard,73,1121,1
CDnet2014,busyBoulvard,74,1136,2
CDnet2014,busyBoulvard,75,1139,3
CDnet2014,busyBoulvard,76,1143,7
CDnet2014,busyBoulvard,77,1154,1
CDnet2014,busyBoulvard,78,1158,4
CDnet2014,busyBoulvard,79,1168,2
CDnet2014,busyBoulvard,80,1171,1
CDnet2014,busyBoulvard,81,1173,1
CDnet2014,busyBoulvard,82,1176,1
CDnet2014,busyBoulvard,83,1180,5
CDnet2014,busyBoulvard,84,1186,1
CDnet2014,busyBoulvard,85,1188,3
CDnet2014,busyBoulvard,86,1198,1
CDnet2014,busyBoulvard,87,1200,1
CDnet2014,busyBoulvard,88,1203,1
CDnet2014,busyBoulvard,89,1210,1
CDnet2014,busyBoulvard,90,1225,1
CDnet2014,busyBoulvard,91,1235,1
CDnet2014,busyBoulvard,92,1245,2
CDnet2014,busyBoulvard,93,1250,1
CDnet2014,busyBoulvard,94,1253,1
CDnet2014,busyBoulvard,95,1255,1
CDnet2014,busyBoulvard,96,1264,1
CDnet2014,busyBoulvard,97,1300,1
CDnet2014,busyBoulvard,98,1302,5
CDnet2014,busyBoulvard,99,1308,9
CDnet2014,busyBoulvard,100,1319,1
CDnet2014,busyBoulvard,101,1321,1
CDnet2014,busyBoulvard,102,1323,2
CDnet2014,busyBoulvard,103,1327,1
CDnet2014,busyBoulvard,104,1329,1
CDnet2014,busyBoulvard,105,1332,1
CDnet2014,busyBoulvard,106,1337,1
CDnet2014,busyBoulvard,107,1346,2
CDnet2014,busyBoulvard,108,1349,5
CDnet2014,busyBoulvard,109,1355,1
CDnet2014,busyBoulvard,110,1358,1
CDnet2014,busyBoulvard,111,1361,1
CDnet2014,busyBoulvard,112,1363,1
CDnet2014,busyBoulvard,113,1367,1
CDnet2014,busyBoulvard,114,1369,3
CDnet2014,busyBoulvard,115,1374,1
CDnet2014,busyBoulvard,116,1376,1
CDnet2014,busyBoulvard,117,1389,2
CDnet2014,busyBoulvard,118,1393,1
CDnet2014,busyBoulvard,119,1395,1
CDnet2014,busyBoulvard,120,1397,1
CDnet2014,busyBoulvard,121,1410,1
CDnet2014,busyBoulvard,122,1428,3
CDnet2014,busyBoulvard,123,1439,1
CDnet2014,busyBoulvard,124,1451,1
CDnet2014,busyBoulvard,125,1458,1
CDnet2014,busyBoulvard,126,1461,2
CDnet2014,busyBoulvard,127,1464,9
CDnet2014,busyBoulvard,128,1474,6
CDnet2014,busyBoulvard,129,1482,1
CDnet2014,busyBoulvard,130,1489,1
CDnet2014,busyBoulvard,131,1501,4
CDnet2014,busyBoulvard,132,1506,5
CDnet2014,busyBoulvard,133,1513,2
CDnet2014,busyBoulvard,134,1517,1
CDnet2014,busyBoulvard,135,1520,4
CDnet2014,busyBoulvard,136,1526,1
CDnet2014,busyBoulvard,137,1532,1
CDnet2014,busyBoulvard,138,1540,1
CDnet2014,busyBoulvard,139,1544,1
CDnet2014,busyBoulvard,140,1548,1
CDnet2014,busyBoulvard,141,1551,1
CDnet2014,busyBoulvard,142,1573,1
CDnet2014,busyBoulvard,143,1578,1
CDnet2014,busyBoulvard,144,1583,1
CDnet2014,busyBoulvard,145,1587,1
CDnet2014,busyBoulvard,146,1594,3
CDnet2014,busyBoulvard,147,1600,1
CDnet2014,busyBoulvard,148,1602,1
CDnet2014,busyBoulvard,149,1605,14
CDnet2014,busyBoulvard,150,1627,1
CDnet2014,busyBoulvard,151,1630,1
CDnet2014,busyBoulvard,152,1633,4
CDnet2014,busyBoulvard,153,1638,6
CDnet2014,busyBoulvard,154,1647,6
CDnet2014,busyBoulvard,155,1654,4
CDnet2014,busyBoulvard,156,1659,1
CDnet2014,busyBoulvard,157,1661,2
CDnet2014,busyBoulvard,158,1668,13
CDnet2014,busyBoulvard,159,1690,2
CDnet2014,busyBoulvard,160,1693,1
CDnet2014,busyBoulvard,161,1697,1
CDnet2014,busyBoulvard,162,1699,51
CDnet2014,busyBoulvard,163,1751,1
CDnet2014,busyBoulvard,164,1759,3
CDnet2014,busyBoulvard,165,1767,12
CDnet2014,busyBoulvard,166,1787,1
CDnet2014,busyBoulvard,167,1789,3
CDnet2014,busyBoulvard,168,1798,5
CDnet2014,busyBoulvard,169,1828,1
CDnet2014,busyBoulvard,170,1837,1
CDnet2014,busyBoulvard,171,1839,2
CDnet2014,busyBoulvard,172,1849,1
CDnet2014,busyBoulvard,173,1851,3
CDnet2014,busyBoulvard,174,1855,1
CDnet2014,busyBoulvard,175,1857,1
CDnet2014,busyBoulvard,176,1861,2
CDnet2014,busyBoulvard,177,1864,7
CDnet2014,busyBoulvard,178,1872,1
CDnet2014,busyBoulvard,179,1875,1
CDnet2014,busyBoulvard,180,1879,1
CDnet2014,busyBoulvard,181,1882,2
CDnet2014,busyBoulvard,182,1885,2
CDnet2014,busyBoulvard,183,1888,12
CDnet2014,busyBoulvard,184,1904,1
CDnet2014,busyBoulvard,185,1909,1
CDnet2014,busyBoulvard,186,1911,1
CDnet2014,busyBoulvard,187,1913,2
CDnet2014,busyBoulvard,188,1919,1
CDnet2014,busyBoulvard,189,1923,3
CDnet2014,busyBoulvard,190,1927,2
CDnet2014,busyBoulvard,191,1933,1
CDnet2014,busyBoulvard,192,1939,1
CDnet2014,busyBoulvard,193,1941,3
CDnet2014,busyBoulvard,194,1945,1
CDnet2014,busyBoulvard,195,1948,7
CDnet2014,busyBoulvard,196,1964,2
CDnet2014,busyBoulvard,197,1972,3
CDnet2014,busyBoulvard,198,1977,1
CDnet2014,busyBoulvard,199,1979,1
CDnet2014,busyBoulvard,200,1981,1
CDnet2014,busyBoulvard,201,1990,1
CDnet2014,busyBoulvard,202,1993,1
CDnet2014,busyBoulvard,203,1995,2
CDnet2014,busyBoulvard,204,2000,2
CDnet2014,busyBoulvard,205,2006,1
CDnet2014,busyBoulvard,206,2008,1
CDnet2014,busyBoulvard,207,2010,15
CDnet2014,busyBoulvard,208,2026,1
CDnet2014,busyBoulvard,209,2029,1
CDnet2014,busyBoulvard,210,2032,6
CDnet2014,busyBoulvard,211,2041,2
CDnet2014,busyBoulvard,212,2044,1
CDnet2014,busyBoulvard,213,2047,4
CDnet2014,busyBoulvard,214,2052,1
CDnet2014,busyBoulvard,215,2054,1
CDnet2014,busyBoulvard,216,2057,2
CDnet2014,busyBoulvard,217,2060,1
CDnet2014,busyBoulvard,218,2062,2
CDnet2014,busyBoulvard,219,2070,3
CDnet2014,busyBoulvard,220,2076,1
CDnet2014,busyBoulvard,221,2083,1
CDnet2014,busyBoulvard,222,2092,1
CDnet2014,busyBoulvard,223,2094,1
CDnet2014,busyBoulvard,224,2096,2
CDnet2014,busyBoulvard,225,2099,3
CDnet2014,busyBoulvard,226,2103,2
CDnet2014,busyBoulvard,227,2110,1
CDnet2014,busyBoulvard,228,2114,2
CDnet2014,busyBoulvard,229,2117,1
CDnet2014,busyBoulvard,230,2119,2
CDnet2014,busyBoulvard,231,2122,2
CDnet2014,busyBoulvard,232,2126,1
CDnet2014,busyBoulvard,233,2129,1
CDnet2014,busyBoulvard,234,2136,1
CDnet2014,busyBoulvard,235,2138,2
CDnet2014,busyBoulvard,236,2141,8
CDnet2014,busyBoulvard,237,2156,1
CDnet2014,busyBoulvard,238,2165,1
CDnet2014,busyBoulvard,239,2170,9
CDnet2014,busyBoulvard,240,2181,11
CDnet2014,busyBoulvard,241,2193,63
CDnet2014,busyBoulvard,242,2257,125
CDnet2014,busyBoulvard,243,2383,26
CDnet2014,busyBoulvard,244,2410,16
CDnet2014,busyBoulvard,245,2430,67
CDnet2014,busyBoulvard,246,2498,24
CDnet2014,busyBoulvard,247,2523,8
CDnet2014,busyBoulvard,248,2541,2
CDnet2014,busyBoulvard,249,2545,2
CDnet2014,busyBoulvard,250,2550,1
CDnet2014,busyBoulvard,251,2555,1
CDnet2014,busyBoulvard,252,2571,1
CDnet2014,busyBoulvard,253,2574,2
CDnet2014,busyBoulvard,254,2577,12
CDnet2014,busyBoulvard,255,2600,1
CDnet2014,busyBoulvard,256,2603,1
CDnet2014,busyBoulvard,257,2605,1
CDnet2014,busyBoulvard,258,2607,2
CDnet2014,busyBoulvard,259,2611,2
CDnet2014,busyBoulvard,260,2624,1
CDnet2014,busyBoulvard,261,2631,2
CDnet2014,busyBoulvard,262,2641,1
CDnet2014,busyBoulvard,263,2644,1
CDnet2014,busyBoulvard,264,2646,1
CDnet2014,busyBoulvard,265,2648,1
CDnet2014,busyBoulvard,266,2651,2
CDnet2014,busyBoulvard,267,2655,1
CDnet2014,busyBoulvard,268,2659,1
CDnet2014,busyBoulvard,269,2663,1
CDnet2014,busyBoulvard,270,2667,8
CDnet2014,busyBoulvard,271,2676,24
CDnet2014,busyBoulvard,272,2708,7
CDnet2014,busyBoulvard,273,2716,2
CDnet2014,busyBoulvard,274,2722,1
CDnet2014,busyBoulvard,275,2725,2
CDnet2014,busyBoulvard,276,2736,1
CDnet2014,busyBoulvard,277,2758,1
CDnet2014,canoe,0,840,245
CDnet2014,continuousPan,0,600,9
CDnet2014,continuousPan,1,625,1
CDnet2014,continuousPan,2,647,1
CDnet2014,continuousPan,3,649,1
CDnet2014,continuousPan,4,652,2
CDnet2014,continuousPan,5,658,2
CDnet2014,continuousPan,6,662,1
CDnet2014,continuousPan,7,664,3
CDnet2014,continuousPan,8,672,1
CDnet2014,continuousPan,9,675,2
CDnet2014,continuousPan,10,678,6
CDnet2014,continuousPan,11,685,7
CDnet2014,continuousPan,12,693,1
CDnet2014,continuousPan,13,695,14
CDnet2014,continuousPan,14,711,2
CDnet2014,continuousPan,15,716,1
CDnet2014,continuousPan,16,722,878
CDnet2014,continuousPan,17,1601,1
CDnet2014,continuousPan,18,1603,2
CDnet2014,continuousPan,19,1609,3
CDnet2014,continuousPan,20,1613,5
CDnet2014,continuousPan,21,1619,2
CDnet2014,continuousPan,22,1622,1
CDnet2014,continuousPan,23,1624,2
CDnet2014,continuousPan,24,1629,1
CDnet2014,continuousPan,25,1631,2
CDnet2014,continuousPan,26,1634,9
CDnet2014,continuousPan,27,1644,6
CDnet2014,continuousPan,28,1652,1
CDnet2014,continuousPan,29,1656,44
CDnet2014,copyMachine,0,500,883
CDnet2014,copyMachine,1,1385,2
CDnet2014,copyMachine,2,1440,1
CDnet2014,copyMachine,3,1442,909
CDnet2014,copyMachine,4,2352,1
CDnet2014,copyMachine,5,2354,5
CDnet2014,copyMachine,6,2393,6
CDnet2014,copyMachine,7,2400,366
CDnet2014,copyMachine,8,2767,25
CDnet2014,copyMachine,9,2793,9
CDnet2014,copyMachine,10,2803,9
CDnet2014,copyMachine,11,2818,2
CDnet2014,copyMachine,12,2821,1
CDnet2014,copyMachine,13,2825,1
CDnet2014,copyMachine,14,2828,1
CDnet2014,copyMachine,15,2832,1
CDnet2014,copyMachine,16,2834,3
CDnet2014,copyMachine,17,2838,5
CDnet2014,copyMachine,18,2909,7
CDnet2014,copyMachine,19,2917,309
CDnet2014,copyMachine,20,3234,2
CDnet2014,copyMachine,21,3239,1
CDnet2014,copyMachine,22,3241,2
CDnet2014,copyMachine,23,3249,151
CDnet2014,corridor,0,574,1
CDnet2014,corridor,1,576,2
CDnet2014,corridor,2,579,15
CDnet2014,corridor,3,595,288
CDnet2014,corridor,4,884,141
CDnet2014,corridor,5,1026,4
CDnet2014,corridor,6,1031,6
CDnet2014,corridor,7,1038,5
CDnet2014,corridor,8,1044,5
CDnet2014,corridor,9,1050,75
CDnet2014,corridor,10,1126,1
CDnet2014,corridor,11,1129,34
CDnet2014,corridor,12,1165,3
CDnet2014,corridor,13,1169,8
CDnet2014,corridor,14,1178,2
CDnet2014,corridor,15,1181,1
CDnet2014,corridor,16,1183,2
CDnet2014,corridor,17,1186,4
CDnet2014,corridor,18,1192,2
CDnet2014,corridor,19,1196,3
CDnet2014,corridor,20,1201,2
CDnet2014,corridor,21,1205,4
CDnet2014,corridor,22,1210,1
CDnet2014,corridor,23,1212,1
CDnet2014,corridor,24,1220,1
CDnet2014,corridor,25,1226,1
CDnet2014,corridor,26,1233,1
CDnet2014,corridor,27,1235,1
CDnet2014,corridor,28,1237,1
CDnet2014,corridor,29,1239,1
CDnet2014,corridor,30,1242,11
CDnet2014,corridor,31,1254,4
CDnet2014,corridor,32,1259,3
CDnet2014,corridor,33,1263,20
CDnet2014,corridor,34,1284,2
CDnet2014,corridor,35,1287,13
CDnet2014,corridor,36,1302,1
CDnet2014,corridor,37,1304,16
CDnet2014,corridor,38,1321,9
CDnet2014,corridor,39,1331,25
CDnet2014,corridor,40,1357,2
CDnet2014,corridor,41,1360,1
CDnet2014,corridor,42,1362,1
CDnet2014,corridor,43,1366,3
CDnet2014,corridor,44,1370,3
CDnet2014,corridor,45,1374,2
CDnet2014,corridor,46,1377,1
CDnet2014,corridor,47,1379,5
CDnet2014,corridor,48,1385,209
CDnet2014,corridor,49,1595,3
CDnet2014,corridor,50,1599,432
CDnet2014,corridor,51,2032,4
CDnet2014,corridor,52,2037,15
CDnet2014,corridor,53,2053,1
CDnet2014,corridor,54,2337,1
CDnet2014,corridor,55,2339,1
CDnet2014,corridor,56,2341,2
CDnet2014,corridor,57,2345,43
CDnet2014,corridor,58,2393,209
CDnet2014,corridor,59,2604,1
CDnet2014,corridor,60,2992,1
CDnet2014,corridor,61,2994,12
CDnet2014,corridor,62,3008,3
CDnet2014,corridor,63,3019,5
CDnet2014,corridor,64,3025,4
CDnet2014,corridor,65,3030,70
CDnet2014,corridor,66,3102,1
CDnet2014,corridor,67,3106,25
CDnet2014,corridor,68,3137,9
CDnet2014,corridor,69,3147,4
CDnet2014,corridor,70,3152,2
CDnet2014,corridor,71,3155,28
CDnet2014,corridor,72,3184,3
CDnet2014,corridor,73,3202,6
CDnet2014,corridor,74,3211,3
CDnet2014,corridor,75,3221,2
CDnet2014,corridor,76,3243,29
CDnet2014,corridor,77,3273,1
CDnet2014,corridor,78,3275,7
CDnet2014,corridor,79,3284,5
CDnet2014,corridor,80,3290,1
CDnet2014,corridor,81,3304,3
CDnet2014,corridor,82,3308,2
CDnet2014,corridor,83,3314,1
CDnet2014,corridor,84,3316,3
CDnet2014,corridor,85,3320,9
CDnet2014,corridor,86,3331,15
CDnet2014,corridor,87,3350,5
CDnet2014,corridor,88,3358,1
CDnet2014,corridor,89,3362,1
CDnet2014,corridor,90,3364,1
CDnet2014,corridor,91,3366,4
CDnet2014,corridor,92,3372,3
CDnet2014,corridor,93,3393,1
CDnet2014,corridor,94,3400,1
CDnet2014,corridor,95,3407,1
CDnet2014,corridor,96,3413,1
CDnet2014,corridor,97,3416,2
CDnet2014,corridor,98,3419,1
CDnet2014,corridor,99,3421,26
CDnet2014,corridor,100,3448,16
CDnet2014,corridor,101,3465,9
CDnet2014,corridor,102,3475,2
CDnet2014,corridor,103,3478,5
CDnet2014,corridor,104,3484,1
CDnet2014,corridor,105,3486,7
CDnet2014,corridor,106,3494,4
CDnet2014,corridor,107,3499,1
CDnet2014,corridor,108,3503,1
CDnet2014,corridor,109,3506,2
CDnet2014,corridor,110,3510,2
CDnet2014,corridor,111,3513,2
CDnet2014,corridor,112,3839,1
CDnet2014,corridor,113,4021,1
CDnet2014,corridor,114,4039,1
CDnet2014,corridor,115,4564,2
CDnet2014,corridor,116,4573,215
CDnet2014,corridor,117,4911,1
CDnet2014,corridor,118,4915,76
CDnet2014,corridor,119,4992,58
CDnet2014,corridor,120,5051,1
CDnet2014,cubicle,0,1100,6300
CDnet2014,diningRoom,0,700,1095
CDnet2014,diningRoom,1,1797,3
CDnet2014,diningRoom,2,1802,2
CDnet2014,diningRoom,3,1805,24
CDnet2014,diningRoom,4,1830,64
CDnet2014,diningRoom,5,1895,258
CDnet2014,diningRoom,6,2154,1
CDnet2014,diningRoom,7,2156,3
CDnet2014,diningRoom,8,2160,542
CDnet2014,diningRoom,9,2703,67
CDnet2014,diningRoom,10,2771,67
CDnet2014,diningRoom,11,2840,431
CDnet2014,diningRoom,12,3272,428
CDnet2014,fall,0,1000,3000
CDnet2014,fluidHighway,0,404,2
CDnet2014,fluidHighway,1,409,11
CDnet2014,fluidHighway,2,421,57
CDnet2014,fluidHighway,3,484,1
CDnet2014,fluidHighway,4,491,2
CDnet2014,fluidHighway,5,515,2
CDnet2014,fluidHighway,6,518,17
CDnet2014,fluidHighway,7,536,3
CDnet2014,fluidHighway,8,541,3
CDnet2014,fluidHighway,9,545,2
CDnet2014,fluidHighway,10,548,3
CDnet2014,fluidHighway,11,553,7
CDnet2014,fluidHighway,12,568,1
CDnet2014,fluidHighway,13,573,1
CDnet2014,fluidHighway,14,586,1
CDnet2014,fluidHighway,15,589,3
CDnet2014,fluidHighway,16,604,1
CDnet2014,fluidHighway,17,606,1
CDnet2014,fluidHighway,18,614,1
CDnet2014,fluidHighway,19,623,3
CDnet2014,fluidHighway,20,646,6
CDnet2014,fluidHighway,21,656,2
CDnet2014,fluidHighway,22,682,3
CDnet2014,fluidHighway,23,686,2
CDnet2014,fluidHighway,24,689,4
CDnet2014,fluidHighway,25,695,5
CDnet2014,fluidHighway,26,703,4
CDnet2014,fluidHighway,27,708,1
CDnet2014,fluidHighway,28,710,2
CDnet2014,fluidHighway,29,713,5
CDnet2014,fluidHighway,30,719,2
CDnet2014,fluidHighway,31,788,53
CDnet2014,fluidHighway,32,842,1
CDnet2014,fluidHighway,33,844,13
CDnet2014,fluidHighway,34,859,1
CDnet2014,fluidHighway,35,865,1
CDnet2014,fluidHighway,36,874,1
CDnet2014,fluidHighway,37,879,2
CDnet2014,fluidHighway,38,883,1
CDnet2014,fluidHighway,39,887,2
CDnet2014,fluidHighway,40,892,1
CDnet2014,fluidHighway,41,920,2
CDnet2014,fluidHighway,42,924,5
CDnet2014,fluidHighway,43,935,2
CDnet2014,fluidHighway,44,945,1
CDnet2014,fluidHighway,45,947,1
CDnet2014,fluidHighway,46,952,1
CDnet2014,fluidHighway,47,956,2
CDnet2014,fluidHighway,48,959,2
CDnet2014,fluidHighway,49,962,2
CDnet2014,fluidHighway,50,965,9
CDnet2014,fluidHighway,51,980,2
CDnet2014,fluidHighway,52,986,20
CDnet2014,fluidHighway,53,1007,7
CDnet2014,fluidHighway,54,1015,12
CDnet2014,fluidHighway,55,1028,32
CDnet2014,fluidHighway,56,1063,49
CDnet2014,fluidHighway,57,1114,4
CDnet2014,fluidHighway,58,1119,1
CDnet2014,fluidHighway,59,1121,17
CDnet2014,fluidHighway,60,1143,13
CDnet2014,fluidHighway,61,1157,11
CDnet2014,fluidHighway,62,1169,12
CDnet2014,fluidHighway,63,1182,8
CDnet2014,fluidHighway,64,1193,2
CDnet2014,fluidHighway,65,1196,6
CDnet2014,fluidHighway,66,1204,3
CDnet2014,fluidHighway,67,1208,23
CDnet2014,fluidHighway,68,1234,3
CDnet2014,fluidHighway,69,1240,1
CDnet2014,fluidHighway,70,1246,9
CDnet2014,fluidHighway,71,1258,4
CDnet2014,fluidHighway,72,1271,6
CDnet2014,fluidHighway,73,1343,5
CDnet2014,fluidHighway,74,1351,1
CDnet2014,fluidHighway,75,1359,5
CDnet2014,fountain01,0,400,784
CDnet2014,fountain02,0,575,1
CDnet2014,fountain02,1,615,1
CDnet2014,fountain02,2,638,1
CDnet2014,fountain02,3,656,11
CDnet2014,fountain02,4,669,9
CDnet2014,fountain02,5,680,8
CDnet2014,fountain02,6,689,24
CDnet2014,fountain02,7,714,46
CDnet2014,fountain02,8,761,1
CDnet2014,fountain02,9,764,1
CDnet2014,fountain02,10,788,1
CDnet2014,fountain02,11,1222,1
CDnet2014,fountain02,12,1224,11
CDnet2014,fountain02,13,1247,1
CDnet2014,fountain02,14,1251,3
CDnet2014,fountain02,15,1255,2
CDnet2014,fountain02,16,1258,1
CDnet2014,fountain02,17,1262,32
CDnet2014,highway,0,474,5
CDnet2014,highway,1,483,1
CDnet2014,highway,2,485,3
CDnet2014,highway,3,489,24
CDnet2014,highway,4,514,1186
CDnet2014,intermittentPan,0,1200,194
CDnet2014,intermittentPan,1,1398,1
CDnet2014,intermittentPan,2,1426,1
CDnet2014,intermittentPan,3,1433,1
CDnet2014,intermittentPan,4,1457,1
CDnet2014,intermittentPan,5,1482,14
CDnet2014,intermittentPan,6,1497,14
CDnet2014,intermittentPan,7,1512,16
CDnet2014,intermittentPan,8,1529,90
CDnet2014,intermittentPan,9,1621,1
CDnet2014,intermittentPan,10,1626,8
CDnet2014,intermittentPan,11,1641,17
CDnet2014,intermittentPan,12,1660,321
CDnet2014,intermittentPan,13,1982,12
CDnet2014,intermittentPan,14,1995,1
CDnet2014,intermittentPan,15,2013,4
CDnet2014,intermittentPan,16,2018,2
CDnet2014,intermittentPan,17,2021,1
CDnet2014,intermittentPan,18,2023,17
CDnet2014,intermittentPan,19,2041,81
CDnet2014,intermittentPan,20,2124,13
CDnet2014,intermittentPan,21,2242,132
CDnet2014,intermittentPan,22,2384,27
CDnet2014,intermittentPan,23,2457,35
CDnet2014,intermittentPan,24,2585,27
CDnet2014,intermittentPan,25,2613,14
CDnet2014,intermittentPan,26,2628,71
CDnet2014,intermittentPan,27,2700,10
CDnet2014,intermittentPan,28,2731,8
CDnet2014,intermittentPan,29,2740,2
CDnet2014,intermittentPan,30,2745,454
CDnet2014,intermittentPan,31,3203,12
CDnet2014,intermittentPan,32,3216,1
CDnet2014,intermittentPan,33,3218,79
CDnet2014,intermittentPan,34,3298,144
CDnet2014,intermittentPan,35,3443,11
CDnet2014,intermittentPan,36,3455,10
CDnet2014,intermittentPan,37,3479,21
CDnet2014,lakeSide,0,1061,13
CDnet2014,lakeSide,1,1106,5
CDnet2014,lakeSide,2,1112,3
CDnet2014,lakeSide,3,1121,3
CDnet2014,lakeSide,4,1126,4
CDnet2014,lakeSide,5,1131,16
CDnet2014,lakeSide,6,1148,7
CDnet2014,lakeSide,7,1180,6
CDnet2014,lakeSide,8,1195,2
CDnet2014,lakeSide,9,1198,4
CDnet2014,lakeSide,10,1203,662
CDnet2014,lakeSide,11,1866,101
CDnet2014,lakeSide,12,1968,65
CDnet2014,lakeSide,13,2034,10
CDnet2014,lakeSide,14,2045,12
CDnet2014,lakeSide,15,2060,1
CDnet2014,lakeSide,16,2062,2
CDnet2014,lakeSide,17,2065,3
CDnet2014,lakeSide,18,2070,25
CDnet2014,lakeSide,19,2096,1
CDnet2014,lakeSide,20,2102,10
CDnet2014,lakeSide,21,2116,4
